dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
yeast,ocsvm,0.01,0.01,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.384145975112915,56.031567335128784,67.4157133102417,nu_0.5,
yeast,ocsvm,0.05,0.01,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.384145975112915,56.031567335128784,67.4157133102417,nu_0.5,
yeast,ocsvm,0.1,0.01,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.384145975112915,56.031567335128784,67.4157133102417,nu_0.5,
yeast,ocsvm,0,0.01,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.384145975112915,56.06304430961609,67.447190284729,nu_0.5,
yeast,ocsvm,0.01,0.01,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.384145975112915,56.06304430961609,67.447190284729,nu_0.5,
yeast,ocsvm,0.05,0.01,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.384145975112915,56.06304430961609,67.447190284729,nu_0.5,
yeast,ocsvm,0.1,0.01,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.384145975112915,56.06304430961609,67.447190284729,nu_0.5,
yeast,ocsvm,0,0.01,True,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.34863018989563,56.070064067840576,58.418694257736206,nu_0.1,
yeast,ocsvm,0.01,0.01,True,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.34863018989563,56.070064067840576,58.418694257736206,nu_0.1,
yeast,ocsvm,0.05,0.01,True,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.34863018989563,56.070064067840576,58.418694257736206,nu_0.1,
yeast,ocsvm,0.1,0.01,True,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.34863018989563,56.070064067840576,58.418694257736206,nu_0.1,
yeast,ocsvm,0,0.01,True,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.34863018989563,56.08615779876709,58.43478798866272,nu_0.1,
yeast,ocsvm,0.01,0.01,True,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.34863018989563,56.08615779876709,58.43478798866272,nu_0.1,
yeast,ocsvm,0.05,0.01,True,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.34863018989563,56.08615779876709,58.43478798866272,nu_0.1,
